source	target
PTPLAD2	SUSD3
PTPLAD2	RPAP1
PTPLAD2	ARHGEF15
PTPLAD2	CD300LF
PTPN13	PCDHB16
PTPN13	TNFRSF19
PTPN3	VSTM4
PTPN6	TGFB1
PTPN6	BATF
PTPN6	WDR60
PTPN6	DHX32
PTPN6	FASTKD2
PTPN6	FBXL2
PTPN6	OPA1
PTPN6	PSD4
PTPN6	PTGIR
PTPN6	RHOG
PTPN6	RNF24
PTPN6	SYTL4
PTPN7	PRPS1L1
PTPN7	IL11
PTPN7	SERPIND1
PTPRA	CD2AP
PTPRA	G2E3
PTPRB	PEAR1
PTPRB	ADARB1
PTPRB	FRY
PTPRB	GIMAP8
PTPRB	MET
PTPRB	PCDH19
PTPRB	SHE
PTPRB	TM4SF1
PTPRC	POLA1
PTPRC	FGD2
PTPRC	STK36
PTPRC	AIM2
PTPRC	B3GNT1
PTPRC	C1orf56
PTPRC	CKAP5
PTPRC	FAM110B
PTPRC	ITGAL
PTPRC	LATS2
PTPRC	PDXDC1
PTPRC	RAB11FIP1
PTPRC	USP15
PTPRF	TMEM11
PTPRF	GABRE
PTPRF	NPR1
PTPRF	NUCKS1
PTPRF	PC
PTPRF	RBM8A
PTPRJ	TIAM2
PTPRK	CADPS2
PTPRK	EFNB3
PTPRK	GPM6B
PTPRK	INPP5A
PTPRK	KLF8
PTPRK	LAPTM4B
PTPRN2	KCNMB4
PTRF	ACTN1
PTRF	TMBIM1
PTRF	VPS39
PTTG1IP	PIK3IP1
PTTG1IP	PPP4R1
PUF60	TSSC4
PUM1	NFIA
PUM1	WDR92
PURA	RAD54L2
PURA	NUMA1
PURA	LRRC14
PUS7L	TBC1D5
PWWP2A	HERPUD2
PWWP2A	RBM12B
PWWP2A	SP4
PWWP2A	UBXN7
PXDN	NBAS
PXDN	ULK2
PXK	SCML1
PXMP2	ST3GAL6
PXMP2	FYN
PXMP2	AZI2
PXMP2	C22orf39
PXMP2	CDKN2C
PXMP2	DLD
PXMP2	HSPD1
PXMP2	NDUFA8
PXMP2	OSBPL1A
PXMP2	RHOT1
PXMP4	METTL25
PXMP4	NSL1
PXT1	CCR8
PYCARD	CALML4
PYCARD	CD14
PYCARD	HN1
PYCARD	RARRES3
PYCARD	RIPK3
PYCARD	TNFRSF14
PYCR1	E2F1
PYCR2	NS3BP*
PYCR2	OSBPL2
QDPR	TMEM230
QDPR	DHRS11
QDPR	GPR180
QDPR	NUP214
QDPR	YBX3
QRICH1	MOGS
QSER1	SRSF4
QSER1	ACSL4
QSER1	CSTF3
QSER1	DNAJC30
QSER1	FAXDC2
QSER1	KIAA2026
QSER1	MLLT10
QSER1	NAV1
QSER1	TBL1X
R3HDM1	SKA2
R3HDM4	ASCC2
R3HDM4	PPP1R26
R3HDM4	MAP2K3
R3HDM4	KIAA0125
R3HDM4	ATG5
R3HDM4	GABARAP
R3HDM4	HS6ST1
R3HDM4	IFT20
R3HDM4	LSM12
R3HDM4	METTL10
R3HDM4	OR13A1
R3HDM4	SLC6A9
R3HDM4	SNX20
R3HDM4	TRIM24
R3HDM4	TSN
R3HDM4	UNC13D
R3HDM4	USP47
R3HDM4	WDFY1
R3HDM4	YPEL3
RAB10	FKBP3
RAB10	LYRM5
RAB10	NCAPD3
RAB10	OSGEPL1
RAB10	NEK10
RAB10	GNG5
RAB10	ARL6IP5
RAB10	DEGS1
RAB10	DMP1
RAB10	GLUD1
RAB10	GOLPH3
RAB10	HNRNPA2B1
RAB10	LIMS1
RAB10	MGAT2
RAB10	MGST1
RAB10	NEMF
RAB10	PIGX
RAB10	SCYL2
RAB10	SKP1
RAB10	SLFN5
RAB10	SPTSSA
RAB10	UBE2A
RAB10	ZEB2
RAB11B	KCNF1
RAB11B	BIRC8
RAB11B	BANF2
RAB11B	IRX4
RAB11B	C14orf166B
RAB11FIP1	SHC3
RAB11FIP1	FAM212B
RAB11FIP2	KDELC2
RAB11FIP2	SLC26A8
RAB11FIP2	C12orf42
RAB11FIP2	F12
RAB11FIP2	NEK8
RAB11FIP2	PYDC2
RAB11FIP2	STAG1
RAB11FIP2	STMN2
RAB1A	HS2ST1
RAB1A	NF1
RAB1A	NFS1
RAB1A	ZNF384
RAB1A	ZRANB3
RAB1B	CENPB
RAB23	VPS54
RAB23	UAP1
RAB23	BAG2
RAB23	CREB3L3
RAB24	PRR14
RAB24	PCYOX1L
RAB24	WRAP73
RAB24	ARRDC1
RAB24	PPP1R35
RAB24	MUS81
RAB24	AKAP17A
RAB24	APBB3
RAB24	CDK10
RAB24	CLOCK
RAB24	RBM39
RAB24	TSEN34
RAB28	NAE1
RAB28	FAM151A
RAB28	TUBE1
RAB28	ZNF236
RAB28	HNRNPLL
RAB28	HSF2
RAB28	MACROD2
RAB28	TADA1
RAB28	ZFAND4
RAB28	ZNF706
RAB2A	CPSF2
RAB2A	P2RY12
RAB2A	BCAP29
RAB2A	CALD1
RAB2A	GALNT1
RAB2A	PSMA3
RAB2A	SLC25A46
RAB34	FAM3C
RAB35	CHRNA4
RAB3B	GABRG2
RAB3GAP1	TCF25
RAB3IP	ZNF354C
RAB5A	UFM1
RAB6B	ALG9
RAB7A	KANSL1
RAB7B	FIG4
RAB7B	DTYMK
RAB7B	EMC10
RAB7B	SDSL
RAB7B	LAIR1
RAB7B	NEK6
RAB7B	PFKFB3
RAB7B	SERF2
RAB7B	SLC39A11
RAB7B	TMEM19
RAB8B	TEP1
RABGAP1	KDM3B
RABGAP1	LRCH3
RABGAP1	NBR1
RABGAP1	SAFB
RABGAP1	TULP3
RABGGTB	SIX4
RABGGTB	POMP
RABGGTB	RARRES1
RABGGTB	RBM18
RABGGTB	SLC43A2
RABL5	NME7
RABL5	EFCAB11
RABL6	HRAS
RAD17	HOXB2
RAD17	FBXO8
RAD17	DUS4L
RAD17	GFM2
RAD17	IFT88
RAD17	NFRKB
RAD17	WDSUB1
RAD21	IL13RA2
RAD21	ACER2
RAD21	AGO3
RAD21	IL13RA1
RAD21	KIAA0100
RAD21	MIB1
RAD21	RBL2
RAD21	SCAMP1
RAD21	SLC25A36
RAD21	SOX5
RAD23A	ZNF141
RAD23A	ADD1
RAD23A	ECE1
RAD23A	KIF21A
RAD23A	RAB11A
RAD23A	SF3B2
RAD23A	TMEM261
RAD23B	APOL6
RAD23B	CMPK1
RAD23B	CRIM1
RAD23B	MEGF8
RAD23B	NCBP2
RAD23B	PHF17
RAD23B	RNF145
RAD23B	SERPINH1
RAD23B	TAF15
RAD23B	VHL
RAD23B	YAP1
RAD50	ANKIB1
RAD50	KCTD20
RAD50	RNPC3
RAD51D	ASIC1
RAI2	MOCOS
RAI2	GPX3
RAI2	HTRA3
RALGDS	MIB2
RALGDS	MOB3C
RALGDS	NOTCH1
RALGDS	SEMA4C
RALGPS1	DGKE
RAN	EBF1
RANGAP1	DPP9
RANGAP1	ATP13A1
RANGAP1	ATAD3A
RANGAP1	GGA1
RANGAP1	LMNB2
RANGAP1	ZBTB40
RAP1A	BOLA2
RAP1A	AGO4
RAP1A	CCNO
RAP1A	DNHD1
RAP1A	IKBIP
RAP1A	WDFY3
RAP1B	RPL4
RAP1B	CAPZA1
RAP1B	NCOA4
RAP1GAP2	IGSF9B
RAP1GAP2	ATP8B2
RAP1GAP2	CD244
RAP1GAP2	CEACAM21
RAP1GAP2	DENND3
RAP1GAP2	INPP4A
RAP1GAP2	LRMP
RAP1GAP2	RASGRP4
RAP1GAP2	SLC24A4
RAP2A	GLS
RAP2A	MAP1B
RAP2C	C1orf111
RAP2C	SLC25A41
RAP2C	NKX6-1
RAP2C	USP6
RAPGEF3	USHBP1
RAPGEF3	LGI4
RAPGEF3	MPP3
RAPGEF3	SYT7
RAPGEF5	MEOX2
RAPGEF5	LAMA1
RAPGEF5	PALD1
RAPGEF5	PKP1
RAPGEF5	PLEKHG1
RAPGEF6	E2F5
RAPGEF6	ZNF224
RAPGEF6	AGO4
RAPGEF6	AREL1
RAPGEF6	ATP8A1
RAPGEF6	CEP135
RAPGEF6	SLC25A40
RAPGEF6	TET2
RAPGEF6	ZNF211
RAPH1	MICALL1
RAPH1	BSPRY
RAPH1	CPEB3
RAPH1	DOCK4
RAPH1	IGLL1
RARA	MIDN
RARG	KCNS1
RARG	OR13C9
RARRES3	FKBP11
RARRES3	PSMB10
RARRES3	PSME1
RARRES3	TAPBP
RARRES3	TNFAIP2
RARRES3	TRIM22
RARS	SSBP1
RASAL2	SORBS2
RASGRF1	AGBL2
RASGRF1	C16orf71
RASGRF1	DOK6
RASGRF1	FSD1L
RASGRF1	SYCP1
RASGRP1	ARRDC5
RASGRP1	FBXL16
RASGRP1	MYBL1
RASGRP1	KLC3
RASGRP1	GPR65
RASGRP1	CTSW
RASGRP1	CD40LG
RASGRP1	CDC14A
RASGRP1	ITK
RASGRP1	LAX1
RASGRP1	MCTP2
RASGRP1	OXNAD1
RASGRP1	PDE7A
RASGRP1	POU2F3
RASGRP1	TESPA1
RASGRP1	THEMIS
RASGRP1	TNIK
RASGRP1	TRAT1
RASGRP1	URM1
RASGRP3	ADAMTS9
RASGRP4	OR11G2
RASL12	SNAI2
RASSF2	DOK3
RASSF2	FMNL1
RASSF2	KIAA0226L
RASSF2	MBOAT2
RASSF2	THSD7B
RASSF5	SIT1
RASSF5	SLC9A3R1
RASSF5	GPR141
RASSF5	LIG1
RASSF5	MEI1
RASSF5	SLAMF1
RASSF5	SMAP2
RASSF8	MAPK7
RASSF8	CLCN6
RBAK	HBS1L
RBAK	ZNF8
RBFOX2	IL17RD
RBFOX2	NFS1
RBFOX2	PFAS
RBFOX2	SMAD2
RBFOX2	STEAP2
RBFOX2	TSTA3
RBFOX2	ZNF445
RBL2	FBXO11
RBL2	PXK
RBL2	SRSF11
RBL2	UBE2H
RBM11	PM20D1
RBM12B	CNOT6L
RBM12B	CREB1
RBM12B	FGD4
RBM12B	NBEAL1
RBM12B	RUFY2
RBM15B	ZNF526
RBM15B	TDRD10
RBM15B	NOC4L
RBM15B	HDLBP
RBM15B	MTMR3
RBM15B	PRKCE
RBM15B	SYDE1
RBM15B	VANGL1
RBM15B	XRCC1
RBM19	RFT1
RBM22	CMTR1
RBM34	MITF
RBM39	RBM17
RBM43	ZNF280D
RBM43	ZNF510
RBM46	SHCBP1L
RBM46	CECR2
RBM46	C9orf96
RBM46	KRTAP2-4
RBM46	KRTAP4-9
RBM46	CCL28
RBM46	SLC35G3
RBM46	TMPRSS11B
RBM46	WDR65
RBM47	TLR1
RBM47	METTL21A
RBM47	CEL
RBM47	MGAT2
RBM47	TOX2
RBM48	CRYBB2
RBM48	C15orf32
RBM48	CAPN9
RBM48	CEACAM18
RBM48	ATG2B
RBM5	DDX27
RBM5	ANKZF1
RBM5	DPH7
RBM5	FTSJ3
RBM5	MOV10
RBM5	SYNE1
RBMS2	AFAP1
RBMS2	NCKIPSD
RBMS2	OLFML2A
RBMS3	TACC1
RBPJ	ADAMTS5
RBPJ	PRDM4
RBPMS	FAM120C
RBPMS	LARGE
RBPMS2	GDPD5
RBPMS2	LDOC1
RBPMS2	C8orf34
RBPMS2	MLEC
RBPMS2	MRPL19
RBX1	DNAJC9
RBX1	DCP1A
RBX1	ZFHX3
RC3H2	RFX1
RC3H2	COX19
RC3H2	RTN4
RC3H2	RYBP
RC3H2	ZNF585A
RCAN2	FRZB
RCAN2	FAM150B
RCAN2	DKK3
RCN2	BFSP2
RCN2	KRTAP22-1
RCN2	FRMD7
RCOR3	CP
RD3	CASR
RD3	RNASE7
RECK	ST8SIA1
RECQL	STXBP3
RECQL	RFXAP
RECQL	SPAG8
RECQL	OVCH1
RECQL	B4GALNT4
RECQL	CAPZA2
RECQL	CCPG1
RECQL	CREB1
RECQL	HMGB1
RECQL	LRIF1
RECQL	NSMAF
RECQL	PDDC1
RECQL	PDX1
RECQL	RAB10
RECQL	RAP1A
RECQL	RAP2C
RECQL	TMEM260
RECQL	U2AF2
RECQL	UBLCP1
REEP3	CDAN1
REEP3	BFAR
REEP3	CEP57L1
REEP3	DPH3
REEP3	ING2
REEP3	RALA
REEP5	WWP1
REEP5	CYP2W1
REEP5	HFE
REL	ZNF430
REM2	FAAH2
RET	ALX1
RET	EYA4
RET	RHOU
REV1	LIPT1
REV1	AHCTF1
REV1	HMGXB4
REV3L	LEPROT
REV3L	EDNRB
REV3L	UGGT2
REXO1L1	OR51I2
REXO1L1	ZNF582
REXO2	ZNF32
REXO2	SPA17
REXO2	CEBPG
REXO2	GGT5
RFC1	BRAP
RFC1	RAB3GAP2
RFC1	ZNF451
RFC3	FAM122A
RFC3	SLC9B2
RFC3	ZNF300
RFPL2	KRT7
RFPL2	MS4A13
RFX2	CREB5
RFX4	SPRR1B
RFX4	CHGB
RFX4	PTH2R
RFX7	P2RY1
RGMA	GEMIN4
RGS18	NT5C3A
RGS18	HIST1H3D
RGS18	ACRBP
RGS18	ATP2A3
RGS18	C2orf88
RGS18	DAPP1
RGS18	HIST1H2AE
RGS18	HIST1H2BD
RGS18	MAP3K7CL
RGS18	MLH3
RGS3	CISH
RGS3	APOL4
RGS3	EGFLAM
RGS5	ACE
RHBDD1	NAP1L5
RHBDF2	ERMN
RHD	GRM3
RHD	MORN3
RHD	OR8J1
RHD	AWAT1
RHD	GDF5OS
RHD	ATOH7
RHD	C15orf43
RHD	C15orf54
RHD	C9orf84
RHD	LRAT
RHD	TP53AIP1
RHD	ZIC3
RHEB	SNRPE
RHOA	ABI1
RHOA	KLF6
RHOA	PQLC3
RHOB	MAGI1
RHOB	SMTN
RHOBTB3	SPATA9
RHOC	TCN2
RHOC	TIE1
RHOG	JUNB
RHOG	NIT2
RHOG	DYNC2H1
RHOG	FZD2
RHOG	ARPC4
RHOG	CANT1
RHOG	FLOT2
RHOG	FXYD5
RHOG	FYCO1
RHOG	GPR162
RHOG	LPHN2
RHOG	LRPPRC
RHOG	MARK2
RHOG	PPP1R18
RHOG	PTPN13
RHOG	RPRD2
RHOQ	BTBD6
RHOQ	DOCK11
RHOQ	GRIP1
RHOQ	HEBP1
RHOQ	CDKN2B
RHOQ	DIXDC1
RHOQ	GID4
RHOQ	PFN2
RHOQ	PGRMC2
RHOQ	SEC63
RHOT1	RNF111
RHOT1	SCAI
RHOT2	TAZ
RHOT2	U2AF1L4
RHOV	C17orf96
RHPN1	WNT6
RHPN1	FRMD8
RHPN2	KRTAP20-4
RIC8A	SLC52A2
RIC8A	WFS1
RIC8A	CHMP6
RIC8A	DMAP1
RIC8A	MUL1
RIC8B	GIPC1
RIF1	SCAF4
RIMKLA	DCAF8L1
RIMS4	PLEKHS1
RINL	TPST2
RINL	WDR70
RINL	C1orf63
RINL	DYRK2
RINL	HNRNPK
RINL	SUPT20H
RINT1	SFXN2
RINT1	LRRTM3
RINT1	MAFA
RIOK1	RANBP3
RIOK3	PITHD1
RIT1	CHST8
RIT1	MESP2
RIT1	GJA8
RIT1	SLC34A2
RIT1	LINC00315
RIT1	ZSWIM3
RLF	COIL
RMDN1	RBM18
RMND1	ARPC1A
RMND1	MNAT1
RMND1	ANKRD34C
RMND1	COG5
RMND1	COQ5
RMND1	FAM228A
RMND1	SYAP1
RMND1	TATDN3
RMND1	TDP1
RNASE4	XPA
RNASE4	RBM7
RNASE4	ADNP
RNASE4	EIF3E
RNASE4	PLK1S1
RNASE4	PVRL3
RNASE4	RSL24D1
RNASE4	SWT1
RNASE4	THRB
RNASET2	ESYT1
RNASET2	SYK
RND3	AKR1C2
RNF10	RPS8
RNF10	FAM210B
RNF10	HSBP1L1
RNF10	NOB1
RNF10	PCDHAC2
RNF10	BDKRB2
RNF10	C5orf20
RNF10	CD40
RNF10	FOXO3
RNF10	MMP2
RNF10	MSANTD2
RNF10	MSI2
RNF10	NSUN2
RNF10	PDCD5
RNF10	RPL30
RNF10	SERPINB6
RNF10	TAF11
RNF10	YIPF6
RNF111	C1QTNF6
RNF111	DPEP1
RNF111	ZFP14
RNF114	NAPRT1
RNF122	PCDHA6
RNF122	KRT33B
RNF122	OR10H4
RNF13	OTUD1
RNF13	BNIP2
RNF13	TAF2
RNF138	CHD1
RNF14	OXER1
RNF14	C16orf87
RNF14	CA5A
RNF14	FAM173B
RNF14	MDH1
RNF144A	ATP8B4
RNF144A	TNFAIP6
RNF144A	FOXJ3
RNF144A	C1QTNF7
RNF144A	GAB1
RNF144A	GAB2
RNF144A	ORC2
RNF144A	PHLPP1
RNF144A	SAV1
RNF144A	STON1
RNF145	GLG1
RNF167	SPC25
RNF167	SLC25A44
RNF17	IL24
RNF19A	INTS7
RNF213	AAK1
RNF213	LAT
RNF213	SNX5
RNF213	UVSSA
RNF24	STARD13
RNF38	PWAR6
RNF41	AKAP8
RNF43	GLIS1
RNF43	P2RY4
RNF43	WFIKKN1
RNF43	OR9A4
RNF43	HTR1E
RNF44	TFEB
RNF7	MED10
RNF7	CEP250
RNF7	HSPB11
RNF7	TIMM8B
RNPC3	RBM41
RNPC3	CTDSPL
RNPS1	CSNK2B
RNPS1	ZFP36L2
ROBO4	CYYR1
ROBO4	KDR
ROMO1	ILF2
ROMO1	ATP5G1
ROMO1	COX7A1
ROMO1	ITGAE
ROMO1	DNAJC8
ROMO1	C11orf73
ROMO1	ATOX1
ROMO1	CHCHD2
ROMO1	UQCC2
ROR1	SPRED2
RORA	NPIPB15
RORA	C21orf91
RORA	PHF3
RORA	ROCK1
RORA	ZCCHC10
RPAIN	KLHDC4
RPAIN	MUTYH
RPAIN	ZNF16
RPAIN	ALKBH4
RPAIN	CEP76
RPAIN	KIAA1147
RPAIN	LOH12CR1
RPAIN	RAE1
RPAIN	RNF114
RPAIN	TADA2B
RPAIN	YPEL1
RPAIN	ZNF780A
RPF2	NSMCE2
RPF2	MRPL1
RPGR	LRRC1
RPGR	TM6SF1
RPGRIP1L	POLDIP3
RPL13A	PTRHD1
RPL14	RPL6
RPL14	KAT8
RPL15	RPL32
RPL15	SRSF5
RPL15	TRA2A
RPL18A	RPS9
RPL18A	RPS15
RPL18A	FAU
RPL18A	RPL13
RPL18A	RPLP1
RPL18A	RPS11
RPL24	ATP5E
RPL24	RPL6
RPL24	HNRNPH3
RPL24	KDM3A
RPL24	RPS23
RPL27	ATP5I
RPL27	HMGN3
RPL27	MIS12
RPL27	NPTN
RPL27	RPL24
RPL30	PABPC1
RPL32	WRNIP1
RPL32	GAGE10
RPL32	GYPE
RPL32	KCTD5
RPL32	NOP58
RPL32	STMN3
RPL32	TYW1B
RPL36	ELOF1
RPL36	TPGS1
RPL36	SLC25A22
RPL38	CCL15
RPL38	TFAP2E
RPL38	CGA
RPL38	IDI2-AS1
RPL38	ARSB
RPL38	CACNA2D4
RPL38	ERCC6
RPL38	PPM1E
RPL41	ATP5G2
RPL41	RPS15A
RPL5	RPS8
RPL5	RPS4Y1
RPL5	RPL7A
RPL5	CCDC174
RPL5	NPM1
RPL5	RABGGTB
RPL5	SMARCA5
RPL5	ZNF564
RPL8	LMAN2
RPLP1	RPL13A
RPN1	TFPT
RPN1	DUS2
RPN1	ZNF302
RPRD1A	NFKB2
RPRD1A	KIAA1715
RPRD1B	ZNF500
RPS11	RPS9
RPS11	RPL19
RPS12	RPS21
RPS12	RPL19
RPS12	RPIA
RPS12	RPS11
RPS15A	RPL36AL
RPS19	AIP
RPS19	RPL35
RPS19	UXT
RPS19	FAU
RPS19	POLR1D
RPS19	RPL18A
RPS19	RPS11
RPS23	STIM1
RPS23	SLC46A3
RPS23	RPS27
RPS23	RPL37A
RPS23	ADPRHL1
RPS23	APOD
RPS23	C3orf17
RPS23	TTF1
RPS27A	MRFAP1L1
RPS27A	RPL39
RPS27A	FAM222B
RPS27A	RPL22L1
RPS27A	RPL24
RPS28	TOMM7
RPS28	GALT
RPS28	RPL7A
RPS28	HNRNPA1L2
RPS4Y2	KRTAP5-3
RPS4Y2	IFITM10
RPS4Y2	SLFN13
RPS4Y2	USP43
RPS5	RPS18
RPS5	RPS4X
RPS5	EEF1B2
RPS5	PFDN5
RPS6KA2	CADPS2
RPS6KA2	DCLK2
RPS6KA2	LUZP1
RPS6KA2	PCGF2
RPS6KA2	SCN3B
RPS6KA2	SH3BP4
RPS6KA2	SPG7
RPS6KA2	SVEP1
RPS6KA2	TTLL5
RPS6KA3	CACUL1
RPS6KA3	MLLT10
RPS6KA3	NAA15
RPS6KA3	PPP1R21
RPS6KA3	PTDSS1
RPS6KA3	TRAF3
RPS6KA5	BCL2L11
RPS6KA5	NFATC2
RPS6KA5	PELI2
RPS6KB1	TEFM
RPS6KB1	IL22
RPS6KB1	FAM120B
RPS6KB1	ZNF507
RPS6KB2	TPCN2
RPS6KC1	TTC27
RPS6KC1	C9orf135
RPS6KC1	EREG
RPS6KC1	LY6H
RPS6KC1	SNX32
RPS6KC1	TWISTNB
RPS6KC1	ZNF558
RRAGC	ADH5
RRAGC	GFPT1
RRAGC	PHAX
RRAGC	STX7
RRAS2	PPA1
RRAS2	DERL1
RRAS2	LGALS8
RRAS2	NEDD4L
RRBP1	LRRC58
RRBP1	TBC1D16
RRM1	DMXL1
RRM2	OIP5
RRM2B	RIC3
RSAD2	HERC5
RSAD2	CMPK2
RSAD2	IFI44L
RSBN1	IBTK
RSBN1	MAP2K1
RSF1	DCUN1D1
RSL1D1	DDX50
RSL1D1	PRMT5
RSL1D1	PIGH
RSL24D1	IGBP1
RSL24D1	TMEM243
RSL24D1	OARD1
RSL24D1	RPS13
RSL24D1	DUSP11
RSL24D1	AGPAT3
RSL24D1	AP1B1
RSL24D1	MAT2B
RSL24D1	MORC3
RSL24D1	NSA2
RSL24D1	TMEM38B
RSL24D1	ZNF277
RSPO1	PROK1
RSRC2	KIAA0020
RSRC2	RLF
RSRC2	SMG7
RTCA	YARS2
RTCA	LNPEP
RTCA	RABEP2
RTCA	UBQLN1
RTCB	ZNF622
RTCB	GTPBP4
RTCB	MKRN2
RTFDC1	KRT37
RTFDC1	C9orf38
RTN3	AKT2
RTN3	AP3M1
RTN3	ATP2C1
RTN3	IDH3A
RTN3	MTRF1L
RTN3	PKN2
RTN3	SCOC
RTN4	PDLIM5
RTN4	RUFY2
RTP1	OR2A12
RTP1	PPP4R4
RUFY2	PWAR6
RUNDC3A	LHB
RUNDC3A	SLC39A2
RUNDC3A	KRTAP8-1
RUNDC3A	DEFB115
RUNDC3A	PTCH2
RUNDC3A	OR51D1
RUNDC3A	SNORD15B
RUNDC3A	NEURL
RUNX1T1	PHF14
RUNX1T1	SPATS2
RUNX3	NLRC3
RUNX3	C5AR2
RUNX3	S1PR5
RUNX3	DENND1C
RUNX3	FAM129C
RUNX3	FBXO25
RUNX3	PTPN22
RUNX3	SLA2
RUNX3	TKTL1
RWDD4	EIF4E
RWDD4	SELT*
S100A10	RBPJ
S100A16	PRKCDBP
S100A16	FADS3
S100A16	TP53I3
S100A16	ELOVL1
S100A16	RHOC
S100A16	SEC13
S100A4	CRIP1
S100A4	PLP2
S100A4	S100A3
S100A4	S100A6
S100A4	DCT
S100A4	SERPINB8
S100A7A	CRB3
S100A7A	GJB2
S1PR1	FGD4
SAC3D1	MRPL10
SACM1L	RANBP6
SACM1L	SLC35A5
SACM1L	USP7
SAE1	CCDC86
SAE1	MCM4
SAE1	PLS3
SAFB	KLF6
SAFB	TCF20
SAFB2	CCDC30
SAFB2	DMTF1
SAFB2	GON4L
SAFB2	PPP1R10
SAFB2	RGS4
SAFB2	TRMT13
SAMD15	QRICH2
SAMD4A	PXDC1
SAMD4A	KAZN
SAMD4A	SYNC
SAMD9L	DDX58
SAMHD1	CD44
SAMHD1	NFATC2
SAMHD1	VMP1
SAMSN1	DRD4
SAMSN1	OSBPL3
SAP30	DNAJB11
SAP30BP	MFF
SAR1B	TMEM110
SARDH	KIR2DS4
SARDH	OR51F1
SARNP	SPINK1
SARNP	TCEAL8
SASH1	CDKN1C
SASH3	LPCAT1
SASH3	SCIMP
SASH3	DEF6
SASH3	IFT46
SASH3	APOBR
SASH3	BBC3
SASH3	CORO7
SASH3	FAM78A
SASH3	GAPT
SASH3	INPP5D
SASH3	LITAF
SASH3	PARVG
SASH3	PPP1R18
SASH3	PTPN6
SASH3	SH3BP1
SASH3	SHKBP1
SASH3	WDR31
SASH3	ZC3HAV1
SATB1	HSPB1
SATB1	FAM117B
SATB1	MAP3K5
SATB1	MSL1
SATB1	NKRF
SATB1	PAPOLG
SATB1	PTCH1
SATB1	RPL9
SATB1	SUZ12
SAV1	RFTN1
SBF2	SERINC1
SBF2	KIAA0196
SBF2	HECTD1
SBF2	HMGN5
SBF2	EIF2AK4
SBF2	ARMCX3
SBF2	CHD6
SBF2	CHD9
SBF2	CNOT2
SBF2	CWC27
SBF2	DOCK1
SBF2	EAF1
SBF2	EIF1AX
SBF2	EPHA8
SBF2	FAM179B
SBF2	FAM204A
SBF2	FAM208B
SBF2	FBXO3
SBF2	FUBP3
SBF2	HOMER2
SBF2	ICK
SBF2	IPO5
SBF2	KDSR
SBF2	KIAA1279
SBF2	KIAA1430
SBF2	KTN1
SBF2	MIA3
SBF2	MPP5
SBF2	NADK2
SBF2	PCNXL4
SBF2	PCYOX1
SBF2	PLEKHA5
SBF2	PROSER1
SBF2	SDC2
SBF2	SLC12A2
SBF2	SLC30A5
SBF2	TRIM2
SBF2	UBR3
SBF2	ZEB2
SBF2	ZNF148
SBF2	ZNF423
SBNO1	RBBP5
SCAF1	BSN
SCAF1	C19orf73
SCAF1	C19orf71
SCAF1	APOL5
SCAF1	EPO
SCAF1	CLPS
SCAF1	CYP4A22
SCAF1	SPATA41
SCAF1	CPA1
SCAF1	FAM83A-AS1
SCAF1	LY6D
SCAF1	PKP3
SCAF1	SLC2A12
SCAF1	STRN
SCAF1	TCL6
SCAF1	TMEM185A
SCAF11	TMEM175
SCAMP1	GOLIM4
SCAMP1	KIAA0355
SCAMP5	KAZALD1
SCAMP5	KRT74
SCAMP5	LYPD3
SCAMP5	C20orf166
SCAMP5	C16orf92
SCAMP5	ART1
SCAMP5	OR2A2
SCAMP5	PIK3R2
SCAMP5	ASPG
SCAMP5	CDH3
SCAMP5	FAM83A
SCAMP5	MMP24
SCAMP5	PROZ
SCAMP5	SLC15A2
SCAMP5	STX1A
SCAPER	PARP16
SCAPER	BEND5
SCAPER	HMGXB4
SCAPER	KDM5B
SCARA5	F10
SCARA5	WSCD2
SCARB2	CCDC101
SCARB2	HLTF
SCD	KRT14
SCFD1	CDKN2AIPNL
SCFD1	CWC27
SCFD1	ESF1
SCFD1	HMG20A
SCFD1	HSPA4
SCFD1	UTP18
SCG3	CLEC5A
SCGB2A2	CLDN3
SCMH1	IRF2BP1
SCMH1	ZNF76
SCML1	TULP3
SCML1	VCP
SCN1A	DNAJB3
SCN1A	LCT
SCN4A	CASKIN2
SCN4A	FLT4
SCN5A	DENND2C
SCN5A	ABCC11
SCN5A	ADPRHL1
SCNN1D	WNT5B
SCOC	GINM1
SCOC	HLTF
SCOC	MRPS14
SCOC	POP4
SCOC	SMIM15
SCOC	UMPS
SCP2	NOP58
SCP2	ZC3H15
SCP2	ZFAND6
SCRIB	YEATS2
SCRT1	CCDC42
SCYL2	HIST1H2BI
SCYL2	CHRNA9
SCYL2	ZNRF2
SCYL2	RAB7L1
SCYL2	ZNF271
SDC2	EXOC3L1
SDC2	CHL1
SDC2	CSE1L
SDCBP	POLE
SDCBP	CCDC137
SDCBP	CHIC2
SDCBP	PRSS53
SDCBP	TEX13A
SDCBP	PRTN3
SDCBP	SLC25A48
SDCBP	TNFRSF13C
SDCBP	WFDC12
SDCBP	HCCAT5
SDCBP	PPP1R27
SDCBP	SNX2
SDCBP	C5orf27
SDCBP	PRSS27
SDCBP	AIMP1
SDCBP	AP5M1
SDCBP	ARFIP1
SDCBP	ARL8B
SDCBP	ATCAY
SDCBP	BCL10
SDCBP	CAAP1
SDCBP	CACNA1D
