source	target
ESYT2	ANXA7
ESYT2	EOGT
ESYT2	GALNT15
ESYT2	MYLK
ESYT2	SLC37A3
ESYT2	SNX1
ESYT2	TMEM159
ESYT2	TOX4
ESYT2	UPF3A
ESYT2	USP9X
ETFA	MRPS22
ETFA	GPN3
ETFA	LSM6
ETFA	PDK1
ETFA	SCCPDH
ETFDH	CD36
ETFDH	NUDT6
ETFDH	RMDN1
ETFDH	SUCLA2
ETNK1	ARL6IP6
ETNK1	CYP11B2
ETNK1	LYG2
ETNK1	AFTPH
ETNK1	AP1AR
ETNPPL	CLDN20
ETS1	C20orf194
ETS1	IKZF3
ETS1	PHF21A
ETS1	STIM2
ETS2	THBD
ETV4	GSG2
ETV4	GIPR
ETV4	KRTAP17-1
ETV4	OR5A2
ETV4	CD3EAP
ETV4	FCHSD1
ETV7	BTBD9
EVA1C	HYAL2
EVC	DMRTB1
EVC	CHAF1B
EVC	CLRN1
EVC	N4BP3
EVPLL	AQP8
EWSR1	PEX14
EXD2	CC2D2A
EXD2	RGS11
EXOC5	AIM1
EXOC5	CD46
EXOC5	OSTM1
EXOC5	PJA2
EXOC5	SLC25A24
EXOC5	SLC25A32
EXOC6B	HCN3
EXOC6B	HIP1
EXOC6B	IL1R1
EXOC6B	PARD3
EXOC6B	SNX33
EXOC8	GCFC2
EXOSC10	CERS5
EXOSC3	CCDC117
EXOSC3	EED
EXOSC3	GAR1
EXT2	CPQ
EXT2	GLE1
EXT2	PPIC
EXT2	RCN2
EXTL2	ARPC5L
EXTL2	BRCC3
EXTL2	LSM12
EXTL2	PYGB
EXTL2	REXO2
EXTL2	SFRP1
EXTL2	USP16
EXTL3	FBXW9
EXTL3	NEURL4
EXTL3	BRPF1
EXTL3	SUV420H2
EXTL3	AXIN1
EXTL3	APOA2
EXTL3	TRAF2
EXTL3	TRIM11
EXTL3	WDR24
EYS	MRPL38
EYS	RNLS
EZH1	HMBS
EZH1	CCDC74A
EZH1	ARFGAP2
EZH1	CALCOCO1
EZH1	CBX7
EZH1	ELOVL6
EZH1	GEMIN4
EZH1	PNPLA7
EZH1	STK24
EZH1	ZC3H6
F11R	FOXD1
F11R	NEUROD6
F11R	RTKN
F2RL2	CCDC150
F2RL2	CYP2C8
FAAH	SAG
FABP7	GBA3
FABP7	HOXA9
FABP7	ZNF860
FABP7	IL2
FABP7	IFNA16
FABP7	FABP2
FABP7	OR5K4
FABP7	PMFBP1
FABP7	ARRDC3-AS1
FABP7	ABCC12
FABP7	FAM19A2
FABP7	HSD3B2
FABP7	IAPP
FABP7	KRT33A
FABP7	MYOZ2
FABP7	NUDT13
FABP7	SRRM4
FADS1	FADS2
FADS1	PRUNE2
FADS2	ECHDC1
FAF1	C20orf173
FAF1	SNAI3
FAF1	NMNAT1
FAF1	TMEM133
FAF2	PCDHGA9
FAF2	SNAPC1
FAIM	HAUS8
FAIM3	CD300LB
FAM103A1	ERP44
FAM103A1	ERVW-1
FAM103A1	MT3
FAM103A1	TTC23L
FAM107A	PITPNC1
FAM107A	EVA1C
FAM107A	RPGR
FAM109A	C11orf86
FAM111A	PHF8
FAM111A	SETX
FAM114A2	B4GALT4
FAM114A2	BTBD10
FAM114A2	SLC39A9
FAM117A	B4GALT3
FAM120AOS	MTMR2
FAM120C	OSBP
FAM122A	TLDC1
FAM122B	CEP135
FAM122B	PPM1K
FAM122B	SPAST
FAM124A	SHOX
FAM126A	FAM135A
FAM126A	ANKRD36B
FAM126A	ANXA11
FAM126A	KCNT2
FAM126A	SLC23A2
FAM126A	SLITRK2
FAM126A	TSPYL4
FAM126B	LONRF3
FAM129A	JARID2
FAM129B	ACSL5
FAM129B	ARVCF
FAM129B	ASRGL1
FAM129B	BACE2
FAM129B	BGN
FAM129B	CXCL12
FAM129B	CYB561
FAM129B	DACT1
FAM129B	EHD4
FAM129B	FAM171A1
FAM129B	FARP1
FAM129B	GLIS2
FAM129B	KIAA1671
FAM129B	MICALL2
FAM129B	NUTF2
FAM129B	PRCP
FAM129B	RAI14
FAM129B	SLC35F2
FAM129B	TNFAIP8
FAM129B	VASH1
FAM129C	LIM2
FAM129C	CXCR3
FAM131B	GKN1
FAM131B	GPR1
FAM131B	OR4D9
FAM131B	TPH2
FAM134B	SC5D
FAM134C	HNRNPUL2
FAM134C	BCL6
FAM134C	FAM53B
FAM134C	FBXW2
FAM134C	HNRNPF
FAM134C	LTBR
FAM134C	MAP4K4
FAM134C	RALGDS
FAM134C	SPOP
FAM134C	SYMPK
FAM134C	TMEM259
FAM13A	KIAA1107
FAM13A	TTTY10
FAM13A	FAM214A
FAM13C	FANCL
FAM13C	RUNDC3B
FAM149A	CYP4V2
FAM160B2	NAB2
FAM161A	EYA1
FAM161A	PLEKHA8
FAM161A	RBM25
FAM161A	TSHR
FAM167A	EBF4
FAM168B	AFF1
FAM171A1	CEP41
FAM171A1	FOXC1
FAM171A1	NMT2
FAM172A	TOMM70A
FAM175A	TNK1
FAM175A	MAB21L2
FAM175A	KLK14
FAM175A	WNT8B
FAM175A	DOCK4
FAM175A	MUC12
FAM175A	NCOA7
FAM175A	THOC1
FAM175B	CSNK1A1
FAM175B	GTF2H1
FAM175B	KCTD9
FAM175B	MFI2
FAM175B	RLIM
FAM175B	RNF219
FAM177A1	SRSF9
FAM177A1	USP24
FAM179B	ACTR8
FAM179B	ANKRD13C
FAM179B	ANKRD26
FAM179B	BRMS1L
FAM179B	L3MBTL4
FAM179B	MSANTD4
FAM179B	NEGR1
FAM179B	PHAX
FAM179B	RBM43
FAM179B	SENP1
FAM179B	SMG9
FAM179B	SOCS6
FAM179B	YAF2
FAM179B	ZCCHC4
FAM179B	ZNF197
FAM180A	STX19
FAM180A	CADPS
FAM180A	KLHL14
FAM180A	ST8SIA5
FAM193A	NSD1
FAM193A	ZNF782
FAM195A	TBRG4
FAM195A	DOLK
FAM195A	EXPH5
FAM195A	RAP1GDS1
FAM195A	TEX264
FAM195B	SELM*
FAM195B	SNX8
FAM195B	ADCK4
FAM195B	DCTN2
FAM195B	ASPSCR1
FAM195B	NABP2
FAM195B	NR1H2
FAM195B	RALY
FAM204A	LRP1B
FAM204A	ZCCHC9
FAM204A	CXorf23
FAM204A	CCDC90B
FAM204A	DIS3
FAM204A	FEM1C
FAM204A	MAP7
FAM204A	METTL5
FAM204A	PRKAA1
FAM204A	PSMC1
FAM204A	RBM48
FAM204A	SEC22A
FAM204A	UBR3
FAM204A	ZNF23
FAM228B	MATN2
FAM3A	CCDC61
FAM3C	BHLHB9
FAM3C	ZNF653
FAM3C	ZNF684
FAM3C	FHAD1
FAM3C	ZKSCAN8
FAM46C	ANK1
FAM46C	MKRN1
FAM46C	TRIM5
FAM58BP	RNF39
FAM63B	CPEB2
FAM63B	PAPD5
FAM63B	SHANK2
FAM65A	TFIP11
FAM65B	C16orf54
FAM65B	CXCR4
FAM65B	GCH1
FAM65B	KIAA1551
FAM65B	KLRF1
FAM65B	MMP25
FAM65B	MS4A1
FAM65B	RNF166
FAM65B	RNF44
FAM69A	CDKN2B
FAM69A	PTGER3
FAM69A	TMEM139
FAM71B	IZUMO2
FAM71B	NEUROG1
FAM71B	TNP2
FAM71B	C1orf95
FAM71B	DEFB112
FAM71B	COL20A1
FAM71F1	CYP2C19
FAM71F1	DUSP26
FAM71F1	RCVRN
FAM71F1	FKBP6
FAM71F1	CCDC42B
FAM71F1	CHRM3
FAM71F1	PMCH
FAM71F1	ATP4A
FAM71F1	B4GALNT2
FAM71F1	TAS2R9
FAM71F1	SNTG1
FAM71F1	ATP1B4
FAM71F1	CACTIN
FAM71F1	COL10A1
FAM71F1	CSHL1
FAM71F1	FAM83A-AS1
FAM71F1	GABRA3
FAM71F1	IL5RA
FAM71F1	LCE2B
FAM71F1	REG4
FAM71F1	SCAF1
FAM71F1	SLC7A14
FAM71F1	SSTR2
FAM71F1	STX1B
FAM71F1	SULT1E1
FAM73A	KANSL3
FAM73A	METTL16
FAM76A	AHCTF1
FAM76A	MOB3B
FAM76A	PER2
FAM76A	TIPARP
FAM76A	ZBTB21
FAM83A-AS1	CARD18
FAM83A-AS1	C19orf71
FAM83A-AS1	PRDM5
FAM83A-AS1	WBSCR28
FAM83A-AS1	ATP2A1
FAM83A-AS1	HOXB-AS3
FAM83A-AS1	HS3ST5
FAM83A-AS1	PANX2
FAM84B	LIFR
FAM86C1	KRTAP5-4
FAM86C1	SMYD5
FAM86C1	TMEM234
FAM86C1	ZNF213
FAM8A1	VPS4B
FAM92A1	STEAP1
FAM92A1	NME5
FAM92A1	MAGEF1
FAM92A1	HYKK
FAM92A1	MLLT6
FAM92A1	TMEM56
FAM92A1	UFD1L
FAM96A	FABP5
FAM96A	CYB5R4
FAM96A	ARL6IP6
FAM96A	ATG3
FAM96A	CASP3
FAM96A	CBX3
FAM96A	ETNK1
FAM96A	MOSPD2
FAM96A	OSTC
FAM96A	PGM2
FAM96A	PPP1R2
FAM96A	SOAT1
FAM96A	STARD3NL
FAM96A	TDP2
FAM96B	CLPP
FAM96B	C11orf83
FAM96B	SSNA1
FAM98A	ZCCHC8
FANCD2	SLC22A1
FANCD2	DCLRE1C
FANCE	MYL4
FANCE	HBZ
FANCE	ACTL8
FANCE	ANGPTL6
FANCE	SLC5A10
FANCE	CUEDC1
FANCE	AMELX
FANCE	CDC34
FANCE	CR1L
FANCE	ERN2
FANCE	GPR6
FANCE	HMP19*
FANCE	KRTAP10-2
FANCE	LRFN3
FANCE	OLFML1
FANCE	SLC7A4
FANCE	ST18
FANCE	TCAP
FANCE	ZFYVE27
FAR1	IL18
FAR1	TANGO6
FARP1	CLIP2
FARP1	PLXND1
FARP1	SH3PXD2A
FARP1	SNX12
FARS2	RRP8
FARSB	ATG4A
FARSB	POMGNT1
FASTK	SND1
FASTK	THOP1
FASTK	NDST1
FAT4	CPEB1
FAT4	KLHL13
FAU	RPL11
FAXDC2	S1PR3
FAXDC2	JMJD8
FAXDC2	VPS35
FAXDC2	ZNF470
FBLIM1	TRPM4
FBLN1	FBLN5
FBLN2	FBLN5
FBN1	SLIT3
FBN1	ARHGAP32
FBN1	CADM3
FBN1	EXTL2
FBN1	KCND2
FBN1	KIRREL
FBRSL1	SLC9A5
FBXL15	UBE2S
FBXL15	SHARPIN
FBXL17	HIRA
FBXL3	PAPD5
FBXL3	PTBP2
FBXL3	RFWD2
FBXL3	SCAF8
FBXL7	ADCY9
FBXL7	DISP1
FBXO18	GBA2
FBXO18	MMS19
FBXO18	EIF2B5
FBXO18	FAM160B2
FBXO18	MBD1
FBXO18	SEC24C
FBXO21	ZNF212
FBXO21	REPS2
FBXO27	CHPT1
FBXO27	TENM3
FBXO3	LRRC40
FBXO3	POLR3GL
FBXO3	ALG10B
FBXO3	PRAC1
FBXO3	MICU3
FBXO3	RAB40B
FBXO3	NBEA
FBXO3	KAT7
FBXO3	POT1
FBXO3	SERPINA10
FBXO3	TBC1D15
FBXO38	CSNK1G2-AS1
FBXO38	SATB2-AS1
FBXO38	REG1B
FBXO38	TMEM41B
FBXO4	TMEM151A
FBXO4	C19orf40
FBXO4	CCDC39
FBXO4	PCYT1B
FBXO4	SCN1B
FBXO4	TSTD2
FBXO7	OR10J1
FBXO7	ICAM4
FBXO7	YTHDF2
FBXO9	PTPN4
FBXO9	MAMDC4
FBXO9	NUP160
FBXW2	FCF1
FBXW2	HIVEP2
FBXW2	NDST1
FBXW2	RAPGEF1
FBXW2	SMIM10
FBXW2	TMEM30A
FBXW7	RNF141
FCGR2B	F13A1
FCGRT	TMEM176B
FCGRT	CD99
FCGRT	SIRPA
FCGRT	SNCG
FCHO2	ATP1A3
FCHO2	PAPD4
FCHSD1	TMEM132E
FCHSD1	USP19
FCRL1	KLRC4
FCRL1	ZNF683
FCRL1	EMR3
FCRL1	TNFRSF17
FCRL1	BTN3A1
FCRL1	DNALI1
FCRL1	FAM129C
FCRL1	GOLGA2
FCRL1	GYPA
FCRL1	PNOC
FCRL1	STAP1
FCRL1	TRIM67
FCRL1	TRPM6
FCRL2	BMP8A
FCRL2	DERL3
FCRL2	FCRL5
FCRL2	IKBKE
FCRL2	STRN4
FCRL3	MYOM2
FCRL6	GFI1
FDFT1	CCDC127
FDFT1	TMEM37
FER	THAP6
FERMT1	WEE2
FERMT2	LYPLA2
FERMT2	TTPA
FERMT2	ABHD15
FERMT2	CFL2
FERMT2	FGF13
FERMT2	GGCX
FERMT2	KAL1
FERMT2	LONP2
FERMT2	MAPK10
FERMT2	ZNF189
FETUB	KRTAP21-2
FETUB	S100A2
FETUB	CHPF
FEZ1	P4HA2
FEZ1	IL17D
FGA	ARSH
FGA	ATP6V1C2
FGA	MYOM3
FGA	SH3TC2
FGA	UNC5B
FGA	ZIM3
FGD3	ASGR1
FGD3	C11orf21
FGD3	MAST3
FGF2	PHOSPHO2
FGF2	ABCB7
FGF2	SAMD8
FGF2	ACSS3
FGF2	ARL5B
FGF2	ATP5S
FGF2	C2orf49
FGF2	FOXP2
FGF2	GKAP1
FGF2	KRCC1
FGF2	PHF10
FGF2	PKP2
FGF2	RPF2
FGF2	SC5D
FGF23	SNCB
FGF23	TTLL9
FGF4	ZCCHC5
FGF7	DACT1
FGFR1	HSPG2
FGFR2	COL4A5
FGFR2	GULP1
FGFR2	NAV3
FGFRL1	CNTFR
FGFRL1	SALL4
FGFRL1	FAM166B
FGFRL1	ELK1
FGFRL1	GPR37
FGFRL1	RORC
FGG	GAN
FHL1	GABARAPL1
FHL1	PIK3IP1
FHL1	SH3D19
FHL1	THBS1
FHL1	TMEM140
FHL2	CNN3
FHL5	CNR1
FHL5	EFHD1
FHL5	LPHN3
FHL5	RCAN2
FHL5	TRNP1
FHOD3	MCOLN3
FIBP	AKR1B1
FIBP	HSPA8
FIBP	NENF
FILIP1L	LHFPL2
FILIP1L	PDLIM3
FIP1L1	NCAPD2
FKBP10	SRGAP1
FKBP14	SLC33A1
FKBP5	ZBTB16
FKBP5	CPM
FKBP5	ELL2
FKBP5	F3
FKBP5	FOXO1
FKBP5	KLF9
FKBP5	LONRF1
FKBP5	TNFAIP8
FKBP5	TSC22D3
FKBP5	TTPAL
FKBP7	SERP2
FKBP7	OSR2
FKBP7	SRI
FKBP8	GLI1
FKBP8	C1orf94
FKBP8	H2AFY2
FKBP8	CAMK2A
FKBP8	CNN2
FKBP8	GIT1
FKBP8	GSK3A
FKBP8	NRTN
FKBP8	SSH2
FKBP9	CYB561A3
FKBP9	VOPP1
FKTN	CROCC
FKTN	IRF2BP2
FKTN	POLR3G
FKTN	SYNJ1
FLI1	HHEX
FLI1	LPAR6
FLI1	GBP2
FLI1	N4BP2L1
FLI1	PELI1
FLI1	PRKCH
FLI1	SH2B3
FLI1	TPD52
FLI1	ZBTB18
FLNA	TMEM59
FLNA	C9orf16
FLNA	CAMKK2
FLNA	PLEKHM2
FLNA	PLXNB2
FLOT1	NRBP1
FLOT2	AP5Z1
FLT1	MEOX2
FLT1	ADAMTSL3
FLT1	SCN4B
FLT1	GRB10
FLT1	HSPA12B
FLT1	KIAA0355
FLT1	PTPRK
FLT1	RHOJ
FLT1	STARD8
FLT1	TGM2
FLT3LG	LPCAT4
FLT4	RDH13
FLYWCH1	TMEM240
FMNL1	WDR19
FMNL1	PRKD1
FMNL1	AFAP1L1
FMNL1	DPY19L4
FMO2	FMO3
FMOD	SEL1L2
FMOD	GPC6
FMOD	POLR3H
FMOD	SFRP2
FN1	DPYSL3
FN1	PRSS23
FNBP1	LGALS13
FNBP1	PRKX
FNBP1L	MTUS1
FNDC3B	C7orf41
FNDC3B	ENPP1
FNDC3B	TCF12
FNIP1	ZHX3
FOLR1	DHRS2
FOLR2	RNASE1
FOLR2	C1QA
FOLR2	MARCO
FOLR2	HTR2B
FOLR2	SIGLEC1
FOLR2	CD163L1
FOLR2	ABHD12
FOLR2	C1QB
FOLR2	C1orf85
FOLR2	FCGR2B
FOLR2	FEZ1
FOLR2	GBA
FOLR2	GDPD1
FOLR2	HRH1
FOLR2	LGMN
FOLR2	MRC1
FOLR2	PDE3A
FOLR2	SLC17A5
FOS	DUSP1
FOS	EGR1
FOXC1	HIP1
FOXO1	APBB2
FOXO1	FAM214A
FOXP1	CEP135
FOXP1	CUX1
FOXP1	VAPA
FOXP2	PPARGC1A
FPR2	MAK
FPR3	CCL2
FPR3	GAS2L3
FPR3	ALDH1A3
FPR3	B3GNT7
FPR3	BEND6
FPR3	DUSP10
FPR3	SLCO2B1
FRMD1	NXNL1
FRMD4A	DCBLD1
FRMD4A	ADRBK2
FRMD4A	BHLHE41
FRMD4A	HOMEZ
FRMD4A	LINC00598
FRMD4A	NID2
FRMD4B	FAM102B
FRMD4B	MAMDC2
FRMD4B	MTSS1
FRMD6	TPST1
FRY	JAK1
FRY	PPP6R2
FRYL	BCOR
FST	ENHO
FST	LRFN5
FST	SLC5A3
FST	CCDC8
FST	CXCL14
FST	FGFR2
FST	HAND2
FST	LRIG3
FST	PRRT2
FST	PTGFR
FST	SMOC1
FSTL1	ITPRIPL1
FSTL1	ADAMTS5
FSTL1	COL12A1
FSTL1	FHL1
FSTL1	MFAP5
FSTL1	SLC38A2
FSTL3	NCKAP5L
FSTL3	CHST3
FSTL3	HSPB7
FTL	CREG1
FTL	HSD11B1
FTL	SCIN
FUBP1	DRD5
FUBP3	DNTTIP2
FUBP3	ZMYND10
FUBP3	HPS4
FUBP3	RBMXL2
FUCA1	GEM
FUCA1	CECR2
FUCA1	SLC38A6
FUCA1	DRAM1
FUCA1	GATM
FUCA1	PFKFB2
FUCA1	PLXDC1
FUCA1	SLC41A2
FUCA1	STMN1
FUCA1	VWA5A
FUCA2	CCDC88A
FUCA2	GARS
FUT1	SEMA4C
FXR1	NCOA6
FXR1	FBXL4
FXR1	ZNF322
FXYD1	APOD
FXYD5	SH3BGRL3
FXYD5	C6orf203
FXYD5	ZDBF2
FXYD5	RAB8A
FXYD5	DDX1
FXYD5	PPP1R15A
FXYD5	NMNAT3
FXYD5	ANPEP
FXYD5	C11orf63
FXYD5	COX11
FXYD5	DNM2
FXYD5	GNAI2
FXYD5	MAP3K3
FXYD5	MRPL35
FXYD5	PPP1R9B
FXYD5	PTPN18
FXYD5	SOX6
FXYD5	TAPBP
FXYD5	TCIRG1
FXYD5	TSGA10
FYB	ECD
FYB	PARP8
FYB	RAB33A
FYB	FLT3
FYB	EVI2B
FYB	LCP2
FYB	ADAM28
FYB	BIRC3
FYB	CLEC7A
FYB	IL6R
FYB	LYN
FYB	MBP
FYB	PRKCB
FYB	SIRPB2
FYB	SLA
FYB	TNFSF13B
FYCO1	AHCYL2
FYCO1	DENND5B
FYCO1	NINL
FYCO1	SDCCAG8
FZD4	RBM5
FZD5	ZNF79
FZD5	ELOVL2
FZD5	AK5
FZD5	PARS2
FZD5	PLEKHM3
FZD5	ZKSCAN2
FZD6	GIPC2
G0S2	MDFI
G0S2	DDIT4
G3BP2	MAPK14
G3BP2	ZMYM6
G6PD	ACSF3
GAB1	NR3C2
GAB2	PTPRQ
GABARAPL1	BCL2L2
GABARAPL1	CDV3
GABARAPL1	CHTOP
GABARAPL1	THUMPD1
GABARAPL2	ZNF721
GABARAPL2	CARD8
GABARAPL2	PDCD10
GABARAPL2	TMEM66
GABBR1	FAM160A2
GABBR2	CACNG1
GABBR2	RASGEF1C
GABBR2	SPC24
GABRA3	FOXN1
GABRA3	IL21
GABRA6	MS4A8
GAL3ST3	QRFPR
GAL3ST3	ATN1
GALK2	DDX27
GALNT1	PPEF1
GALNT1	COPB1
GALNT1	PTP4A3
GALNT1	SLC36A4
GALNT11	DALRD3
GALNT11	FGGY
GALNT11	TCTN3
GALNT11	GEMIN8
GALNT11	IFT52
GALNT11	KBTBD4
GALNT11	MAGED2
GALNT11	NEK11
GALNT11	PTK2
GALNT11	RNF8
GALNT11	VWA9
GALNT11	ZNF419
GALNT12	GPSM2
GALNT6	MKI67
GALNT7	ZDHHC13
GALNT7	AP1S2
GALNTL6	GRIN1
GANAB	AOC3
GAP43	RTN2
GAP43	ESPN
GAP43	CSN2
GAP43	TAS2R38
GAP43	ABCG8
GAP43	RAB19
GAP43	ASB15
GAP43	CKM
GAP43	GLRA2
GAP43	MAGEC1
GAP43	NRSN2
GAP43	SEMA6C
GAP43	VAMP2
GAPVD1	ACBD5
GAPVD1	MAPK1IP1L
GAPVD1	TADA2A
GARS	FICD
GARS	NLN
GAS1	FIBIN
GAS1	PRR16
GAS2L1	CRLF1
GAS2L1	SPDYE6
GATA1	ELSPBP1
GATA1	RECQL4
GATA1	CHRNG
GATAD1	SESTD1
GATAD2A	CHMP7
GATAD2A	FGA
GATAD2A	TATDN2
GATAD2B	AGO2
GBAS	CCBL2
GBAS	HADHB
GBAS	MRPS18B
GBAS	TMEM14C
GBP1	CXCL10
GBP1	GBP4
GBP2	GBP3
GBP2	GBP1
GBP4	PLA1A
GBP5	SAMD9
GBP5	STAB2
GBP5	GBP2
GBP5	GCH1
GCA	CYB5R4
GCA	AGTPBP1
GCA	GK
GCA	IFIT2
GCA	QPCT
GCA	ZNF267
GCFC2	OPA1
GCH1	DUSP5
GCH1	RPIA
GCLM	BAG3
GCLM	L3HYPDH
GCLM	RBM47
GCLM	RRAS2
GDA	COBL
GDAP2	CAMK1D
GDE1	MTCP1
GDE1	GTF3A
GDI2	HADHB
GDI2	HNRNPK
GEMIN5	TPM1
GEMIN5	ZDHHC18
GEN1	PARD6B
GET4	HEXDC
GET4	PEX16
GET4	ZZEF1
GFAP	NGF
GFAP	LETM2
GFAP	OR13D1
GFAP	OXTR
GFM1	PTPLAD1
GFOD1	FLNB
GFOD1	TRIM39
GFPT2	DKK1
GFPT2	PROCR
GFPT2	TBC1D12
GFPT2	CALHM2
GFPT2	CEP152
GFPT2	ABI3BP
GFPT2	AXL
GFPT2	C17orf58
GFPT2	CAMK2N1
GFPT2	CHL1
GFPT2	CYP26B1
GFPT2	DBN1
GFPT2	GPR133
GFPT2	HAS2
GFPT2	MB21D2
GFPT2	PLA2G2A
GFPT2	RNF112
GFPT2	SNX7
GGNBP2	LNX2
GGNBP2	RNF146
GGNBP2	PAXIP1
GGT5	ETNK2
GGT6	IZUMO1
GH1	PRR23B
GH2	CCDC64B
GH2	RNF223
GH2	AWAT2
GH2	CACNA1C
GH2	CHRNA2
GH2	CTPS2
GH2	ENTPD8
GHR	HEBP2
GHR	COL4A3BP
GHR	KLHL24
GHR	MAGI2
GHR	SLC16A7
GHR	UVRAG
GHR	YWHAG
GHR	ZBTB4
GHRHR	ZNF837
GHRHR	KCNT1
GHRHR	ZAN
GHRHR	C4orf50
GHRHR	FZR1
GHRHR	GAL3ST3
GHRHR	PHYHIP
GIGYF2	HNRNPA3
GIGYF2	MON2
GIMAP1	HLX
GIMAP1	LMO2
GIMAP1	ARAP3
GIMAP1	BAIAP2L1
GIMAP1	HCP5
GIMAP1	TP53INP1
GIMAP4	OCIAD2
GIMAP4	GIMAP7
GIMAP4	CASP1
GIMAP4	GIMAP1
GIMAP4	PSIP1
GIPC1	HOXA10
GIPC1	PDZD11
GIPC1	DYNLT3
GIPC1	UBE2E2
GIPC1	GPX8
GIPC1	MED20
GIPC2	DNAJC18
GIPC2	GIMAP6
GIT1	ALPPL2
GIT1	C11orf85
GIT2	GPCPD1
GJB2	CRTAC1
GJC1	CMTM8
GJC1	SLC35F1
GJC1	TMEM47
GKAP1	PDCD7
GKAP1	AASS
GKAP1	RAD21
GKAP1	RHOT1
GLA	DNAJC9
GLA	H2AFY
GLG1	ZNF629
GLI3	CD81
GLI3	ASAP3
GLI3	CDON
GLI3	STK17A
GLIS3	RAB5B
GLIS3	RFWD3
GLO1	SEMG1
GLO1	NUF2
GLO1	AMACR
GLO1	CCDC25
GLO1	ERCC8
GLO1	LIMD2
GLO1	MAPK9
GLO1	MYO16
GLOD4	GSK3A
GLRA3	HRG
GLRA3	TRPC3
GLRB	BCHE
GLRB	CDC37L1
GLRX3	PSMG1
GLRX3	SUMO3
GLRX5	PRPF8
GLRX5	YOD1
GLRX5	SAT1
GLRX5	DLEU1
GLRX5	PRR26
GLRX5	BPGM
GLRX5	CHMP7
GLS	MAP1B
GLT1D1	SULT1B1
GLT1D1	MMP21
GLT8D1	ANAPC1
GLT8D1	EIF2AK3
GLT8D1	GEMIN2
GLT8D1	GSTCD
GLT8D1	PPOX
GLT8D1	SNX7
GLT8D1	SOX10
GLT8D1	TEX10
GLUD1	3-Sep
GLUD1	TRIM60
GLUD1	LHX5
GLUD1	PRB4
GLUD1	CHRNA6
GLUD1	STK33
GLUD1	MZB1
GLUD1	GTF3C6
GLUD1	10-Sep
GLUD1	CLEC17A
GLUD1	CRNN
GLUD1	ERI1
GLUD1	FAM3C
GLUD1	FLII
GLUD1	GLOD5
GLUD1	LIMD1
GLUD1	LPR3*
GLUD1	SLC22A6
GLUD1	SOCS5
GLUD1	ZNF616
GLUL	C17orf76-AS1
GLYAT	C8orf34
GLYATL1	OPRD1
GLYATL1	SLC35G5
GLYATL1	C1RL-AS1
GLYATL1	KLK6
GLYATL1	PDZD3
GLYATL1	PTK6
GLYATL1	SLC30A3
GLYATL1	SLC6A12
GM2A	CD84
GM2A	FAM63A
GM2A	SLC11A2
GMFB	AGFG1
GMFB	EFEMP1
GMFB	GCLM
GMFB	PAFAH1B2
GMFB	SLC25A43
GMFB	TM9SF2
GMFB	TMEM19
GMFB	TMEM33
GMIP	FBXO41
GMIP	TMEM102
GMIP	AQP3
GMIP	CYTH4
GMIP	FHL3
GMIP	POLR3F
GMIP	YDJC
GMPPA	SNORA23
GMPPA	ATP6V0A4
GMPPA	CEACAM8
GNA11	ZC3H7B
GNAI1	NET1
GNAI1	PLCL1
GNAI1	PTEN
GNAI1	RRAGC
GNAI2	LNP1
GNAI2	CFDP1
GNAI2	ECI2
GNAI2	FNTA
GNAI2	AEBP2
GNAI2	B3GAT2
GNAI2	CFL1
GNAI2	CLN6
GNAI2	CSNK1G2
GNAI2	GCFC2
GNAI2	GNB1
GNAI2	GSPT2
GNAI2	IGSF3
GNAI2	PPWD1
GNAI2	PTPN18
GNAI2	REEP3
GNAI2	TMEM5
GNAI2	WDSUB1
GNAI2	ZFP36L2
GNAT1	ZCCHC13
GNAZ	LGALSL
GNB1	MKS1
GNB2	ARF5
GNB2	DAPK3
GNB2	JMY
GNB2	TBC1D10A
GNB2L1	SLC35D2
GNB2L1	SOWAHB
GNB2L1	GSX2
GNB4	HPRT1
GNB4	ARRDC4
GNB4	LPCAT2
GNB4	SLC8A1
GNB4	TNC
GNB4	VAV2
GNG12	7-Sep
GNG12	AP3M2
GNG12	BCAP29
GNG12	HSP90B1
GNG12	KLHL9
GNG12	QSER1
GNG12	SMAD5
GNG12	THRA
GNG12	TRAM1
GNG4	LCTL
GNG4	OR4S1
GNG4	OR7A10
GNG4	SNORD16
GNL2	BZW2
GNL2	CYB561D1
GNL2	NOLC1
GNL2	SF3A3
GNL3	ATL3
GNPAT	LYRM7
GNPAT	ORC3
GNPAT	THUMPD3
GNPTAB	SNORA52
GNPTAB	MCMBP
GNPTAB	PLEKHA2
GNPTAB	TMEM181
GNPTG	IWS1
GNPTG	TOPORS
GNS	AMFR
GNS	FAM198B
GOLGA3	HIVEP3
GOLGA3	SETD8
GOLGA3	UHMK1
GOLGA4	IMPACT
GOLGA4	NKIRAS1
GOLGA4	ACSBG2
GOLGA4	ADK
GOLGA4	ARL1
GOLGA4	BCAR3
GOLGA4	DHFR
GOLGA4	DNAJA2
GOLGA4	DNAJC24
GOLGA4	IPO5
GOLGA4	MCFD2
GOLGA4	NARG2
GOLGA4	PDZRN3
GOLGA4	RAB1A
GOLGA4	RHOBTB3
GOLGA4	SEC62
GOLGA4	SOCS5
GOLGA4	TRPS1
GOLGA4	VPS26A
GOLGA4	ZHX1
GOLGA7	IDNK
